วันที่เกิดเหตุ,จังหวัด,จำนวนอุบัติเหตุ
2024-06-04,หนองคาย,0
2024-06-04,สุโขทัย,0
2024-06-04,สุรินทร์,0
2024-06-04,สุราษฎร์ธานี,1
2024-06-04,สุพรรณบุรี,4
2024-06-04,สิงห์บุรี,0
2024-06-04,ลำพูน,0
2024-06-04,สระบุรี,1
2024-06-04,สมุทรสาคร,0
2024-06-04,สมุทรปราการ,2
2024-06-04,สตูล,1
2024-06-04,สงขลา,0
2024-06-04,สกลนคร,0
2024-06-04,ศรีสะเกษ,1
2024-06-04,อยุธยา,3
2024-06-04,สระแก้ว,0
2024-06-04,อำนาจเจริญ,0
2024-06-04,เพชรบูรณ์,3
2024-06-04,อุตรดิตถ์,0
2024-06-04,ลำปาง,0
2024-06-04,พังงา,0
2024-06-04,สมุทรสงคราม,0
2024-06-04,ระนอง,0
2024-06-04,ยะลา,0
2024-06-04,นราธิวาส,0
2024-06-04,ชัยภูมิ,0
2024-06-04,อุดรธานี,0
2024-06-04,แม่ฮ่องสอน,0
2024-06-04,เลย,1
2024-06-04,เพชรบุรี,0
2024-06-04,เชียงใหม่,3
2024-06-04,เชียงราย,0
2024-06-04,อ่างทอง,0
2024-06-04,อุบลราชธานี,1
2024-06-04,อุทัยธานี,2
2024-06-04,แพร่,1
2024-06-04,ลพบุรี,2
2024-06-04,ร้อยเอ็ด,1
2024-06-04,ราชบุรี,0
2024-06-04,นครพนม,1
2024-06-04,นครปฐม,0
2024-06-04,นครนายก,0
2024-06-04,ตาก,1
2024-06-04,ตราด,1
2024-06-04,ตรัง,2
2024-06-04,ชุมพร,1
2024-06-04,นครราชสีมา,4
2024-06-04,ชัยนาท,0
2024-06-04,ฉะเชิงเทรา,0
2024-06-04,จันทบุรี,0
2024-06-04,ขอนแก่น,1
2024-06-04,กำแพงเพชร,0
2024-06-04,กาฬสินธุ์,0
2024-06-04,กาญจนบุรี,0
2024-06-04,กรุงเทพมหานคร,13
2024-06-04,ชลบุรี,7
2024-06-04,นครศรีธรรมราช,2
2024-06-04,กระบี่,0
2024-06-04,นนทบุรี,0
2024-06-04,ระยอง,1
2024-06-04,ยโสธร,1
2024-06-04,มุกดาหาร,0
2024-06-04,มหาสารคาม,1
2024-06-04,นครสวรรค์,0
2024-06-04,พิษณุโลก,0
2024-06-04,พิจิตร,0
2024-06-04,พัทลุง,1
2024-06-04,ภูเก็ต,0
2024-06-04,ปัตตานี,0
2024-06-04,ปราจีนบุรี,0
2024-06-04,ประจวบคีรีขันธ์,1
2024-06-04,ปทุมธานี,0
2024-06-04,บุรีรัมย์,0
2024-06-04,บึงกาฬ,0
2024-06-04,น่าน,0
2024-06-04,พะเยา,1
2024-06-05,หนองคาย,0
2024-06-05,สุโขทัย,0
2024-06-05,สุรินทร์,1
2024-06-05,สุราษฎร์ธานี,3
2024-06-05,สุพรรณบุรี,1
2024-06-05,สิงห์บุรี,1
2024-06-05,สระแก้ว,0
2024-06-05,ลำปาง,1
2024-06-05,สมุทรสาคร,1
2024-06-05,สมุทรปราการ,1
2024-06-05,สตูล,0
2024-06-05,สงขลา,0
2024-06-05,สกลนคร,0
2024-06-05,ศรีสะเกษ,1
2024-06-05,ลำพูน,0
2024-06-05,หนองบัวลำภู,1
2024-06-05,สระบุรี,0
2024-06-05,อยุธยา,1
2024-06-05,เพชรบุรี,1
2024-06-05,อุดรธานี,1
2024-06-05,ลพบุรี,0
2024-06-05,สมุทรสงคราม,0
2024-06-05,ระนอง,0
2024-06-05,ยะลา,0
2024-06-05,นราธิวาส,0
2024-06-05,ชัยภูมิ,0
2024-06-05,แม่ฮ่องสอน,0
2024-06-05,อำนาจเจริญ,0
2024-06-05,แพร่,2
2024-06-05,เพชรบูรณ์,1
2024-06-05,เชียงใหม่,0
2024-06-05,เชียงราย,1
2024-06-05,อ่างทอง,1
2024-06-05,อุบลราชธานี,0
2024-06-05,อุทัยธานี,0
2024-06-05,อุตรดิตถ์,2
2024-06-05,เลย,0
2024-06-05,ร้อยเอ็ด,0
2024-06-05,พังงา,0
2024-06-05,ระยอง,1
2024-06-05,นครปฐม,0
2024-06-05,นครนายก,0
2024-06-05,ตาก,0
2024-06-05,ตราด,0
2024-06-05,ตรัง,0
2024-06-05,ชุมพร,1
2024-06-05,ชัยนาท,0
2024-06-05,นครพนม,1
2024-06-05,ชลบุรี,1
2024-06-05,จันทบุรี,0
2024-06-05,ขอนแก่น,1
2024-06-05,กำแพงเพชร,0
2024-06-05,กาฬสินธุ์,0
2024-06-05,กาญจนบุรี,2
2024-06-05,กรุงเทพมหานคร,6
2024-06-05,กระบี่,0
2024-06-05,ฉะเชิงเทรา,2
2024-06-05,นครราชสีมา,2
2024-06-05,ราชบุรี,0
2024-06-05,นครสวรรค์,0
2024-06-05,ยโสธร,0
2024-06-05,มุกดาหาร,0
2024-06-05,มหาสารคาม,0
2024-06-05,ภูเก็ต,0
2024-06-05,นครศรีธรรมราช,0
2024-06-05,พิจิตร,0
2024-06-05,พัทลุง,0
2024-06-05,พะเยา,1
2024-06-05,พิษณุโลก,0
2024-06-05,ปราจีนบุรี,0
2024-06-05,ประจวบคีรีขันธ์,0
2024-06-05,ปทุมธานี,4
2024-06-05,บุรีรัมย์,3
2024-06-05,บึงกาฬ,0
2024-06-05,น่าน,0
2024-06-05,นนทบุรี,1
2024-06-05,ปัตตานี,2
2024-06-06,หนองบัวลำภู,1
2024-06-06,หนองคาย,0
2024-06-06,สุโขทัย,0
2024-06-06,สุรินทร์,1
2024-06-06,สุราษฎร์ธานี,3
2024-06-06,สุพรรณบุรี,1
2024-06-06,สิงห์บุรี,0
2024-06-06,ลำพูน,0
2024-06-06,สระบุรี,0
2024-06-06,สมุทรสาคร,0
2024-06-06,สมุทรปราการ,2
2024-06-06,สตูล,0
2024-06-06,สงขลา,0
2024-06-06,สกลนคร,1
2024-06-06,ศรีสะเกษ,0
2024-06-06,อยุธยา,1
2024-06-06,สระแก้ว,0
2024-06-06,อำนาจเจริญ,0
2024-06-06,เพชรบูรณ์,0
2024-06-06,อุตรดิตถ์,0
2024-06-06,ลำปาง,0
2024-06-06,พังงา,1
2024-06-06,สมุทรสงคราม,0
2024-06-06,ระนอง,0
2024-06-06,ยะลา,0
2024-06-06,นราธิวาส,0
2024-06-06,ชัยภูมิ,0
2024-06-06,อุดรธานี,3
2024-06-06,แม่ฮ่องสอน,0
2024-06-06,เลย,0
2024-06-06,เพชรบุรี,0
2024-06-06,เชียงใหม่,1
2024-06-06,เชียงราย,2
2024-06-06,อ่างทอง,1
2024-06-06,อุบลราชธานี,0
2024-06-06,อุทัยธานี,0
2024-06-06,แพร่,1
2024-06-06,ลพบุรี,1
2024-06-06,ร้อยเอ็ด,2
2024-06-06,ราชบุรี,1
2024-06-06,นครพนม,0
2024-06-06,นครปฐม,2
2024-06-06,นครนายก,0
2024-06-06,ตาก,2
2024-06-06,ตราด,0
2024-06-06,ตรัง,1
2024-06-06,ชุมพร,0
2024-06-06,นครราชสีมา,2
2024-06-06,ชัยนาท,0
2024-06-06,ฉะเชิงเทรา,2
2024-06-06,จันทบุรี,0
2024-06-06,ขอนแก่น,0
2024-06-06,กำแพงเพชร,1
2024-06-06,กาฬสินธุ์,0
2024-06-06,กาญจนบุรี,0
2024-06-06,กรุงเทพมหานคร,10
2024-06-06,ชลบุรี,3
2024-06-06,นครศรีธรรมราช,0
2024-06-06,กระบี่,0
2024-06-06,นนทบุรี,2
2024-06-06,ระยอง,0
2024-06-06,ยโสธร,0
2024-06-06,มุกดาหาร,0
2024-06-06,มหาสารคาม,0
2024-06-06,นครสวรรค์,1
2024-06-06,พิษณุโลก,0
2024-06-06,พิจิตร,0
2024-06-06,พัทลุง,0
2024-06-06,ภูเก็ต,0
2024-06-06,ปัตตานี,0
2024-06-06,ปราจีนบุรี,0
2024-06-06,ประจวบคีรีขันธ์,0
2024-06-06,ปทุมธานี,1
2024-06-06,บุรีรัมย์,0
2024-06-06,บึงกาฬ,0
2024-06-06,น่าน,0
2024-06-06,พะเยา,0
2024-06-07,หนองคาย,0
2024-06-07,สุโขทัย,1
2024-06-07,สุรินทร์,1
2024-06-07,สุราษฎร์ธานี,0
2024-06-07,สุพรรณบุรี,0
2024-06-07,สิงห์บุรี,0
2024-06-07,สระแก้ว,0
2024-06-07,ลำปาง,1
2024-06-07,สมุทรสาคร,1
2024-06-07,สมุทรปราการ,1
2024-06-07,สตูล,0
2024-06-07,สงขลา,0
2024-06-07,สกลนคร,0
2024-06-07,ศรีสะเกษ,1
2024-06-07,ลำพูน,0
2024-06-07,หนองบัวลำภู,0
2024-06-07,สระบุรี,0
2024-06-07,อยุธยา,0
2024-06-07,เพชรบุรี,0
2024-06-07,อุดรธานี,1
2024-06-07,ลพบุรี,1
2024-06-07,สมุทรสงคราม,0
2024-06-07,ระนอง,0
2024-06-07,ยะลา,0
2024-06-07,นราธิวาส,0
2024-06-07,ชัยภูมิ,1
2024-06-07,แม่ฮ่องสอน,0
2024-06-07,อำนาจเจริญ,1
2024-06-07,แพร่,1
2024-06-07,เพชรบูรณ์,0
2024-06-07,เชียงใหม่,4
2024-06-07,เชียงราย,3
2024-06-07,อ่างทอง,0
2024-06-07,อุบลราชธานี,1
2024-06-07,อุทัยธานี,0
2024-06-07,อุตรดิตถ์,2
2024-06-07,เลย,0
2024-06-07,ร้อยเอ็ด,0
2024-06-07,พังงา,0
2024-06-07,ระยอง,2
2024-06-07,นครปฐม,1
2024-06-07,นครนายก,0
2024-06-07,ตาก,0
2024-06-07,ตราด,0
2024-06-07,ตรัง,1
2024-06-07,ชุมพร,1
2024-06-07,ชัยนาท,2
2024-06-07,นครพนม,0
2024-06-07,ชลบุรี,5
2024-06-07,จันทบุรี,0
2024-06-07,ขอนแก่น,1
2024-06-07,กำแพงเพชร,0
2024-06-07,กาฬสินธุ์,1
2024-06-07,กาญจนบุรี,0
2024-06-07,กรุงเทพมหานคร,14
2024-06-07,กระบี่,0
2024-06-07,ฉะเชิงเทรา,1
2024-06-07,นครราชสีมา,4
2024-06-07,ราชบุรี,0
2024-06-07,นครสวรรค์,0
2024-06-07,ยโสธร,0
2024-06-07,มุกดาหาร,0
2024-06-07,มหาสารคาม,0
2024-06-07,ภูเก็ต,1
2024-06-07,นครศรีธรรมราช,1
2024-06-07,พิจิตร,0
2024-06-07,พัทลุง,1
2024-06-07,พะเยา,0
2024-06-07,พิษณุโลก,0
2024-06-07,ปราจีนบุรี,0
2024-06-07,ประจวบคีรีขันธ์,1
2024-06-07,ปทุมธานี,3
2024-06-07,บุรีรัมย์,0
2024-06-07,บึงกาฬ,0
2024-06-07,น่าน,0
2024-06-07,นนทบุรี,1
2024-06-07,ปัตตานี,0
2024-06-08,หนองคาย,0
2024-06-08,สุโขทัย,1
2024-06-08,สุรินทร์,0
2024-06-08,สุราษฎร์ธานี,0
2024-06-08,สุพรรณบุรี,1
2024-06-08,สิงห์บุรี,1
2024-06-08,สระแก้ว,1
2024-06-08,ลำปาง,1
2024-06-08,สมุทรสาคร,2
2024-06-08,สมุทรปราการ,0
2024-06-08,สตูล,0
2024-06-08,สงขลา,2
2024-06-08,สกลนคร,1
2024-06-08,ศรีสะเกษ,0
2024-06-08,ลำพูน,0
2024-06-08,หนองบัวลำภู,0
2024-06-08,สระบุรี,1
2024-06-08,อยุธยา,3
2024-06-08,เพชรบุรี,1
2024-06-08,อุดรธานี,1
2024-06-08,ลพบุรี,0
2024-06-08,สมุทรสงคราม,0
2024-06-08,ระนอง,0
2024-06-08,ยะลา,1
2024-06-08,นราธิวาส,0
2024-06-08,ชัยภูมิ,0
2024-06-08,แม่ฮ่องสอน,0
2024-06-08,อำนาจเจริญ,0
2024-06-08,แพร่,1
2024-06-08,เพชรบูรณ์,0
2024-06-08,เชียงใหม่,4
2024-06-08,เชียงราย,1
2024-06-08,อ่างทอง,0
2024-06-08,อุบลราชธานี,0
2024-06-08,อุทัยธานี,0
2024-06-08,อุตรดิตถ์,0
2024-06-08,เลย,0
2024-06-08,ร้อยเอ็ด,1
2024-06-08,พังงา,1
2024-06-08,ระยอง,0
2024-06-08,นครปฐม,0
2024-06-08,นครนายก,0
2024-06-08,ตาก,0
2024-06-08,ตราด,1
2024-06-08,ตรัง,0
2024-06-08,ชุมพร,1
2024-06-08,ชัยนาท,1
2024-06-08,นครพนม,0
2024-06-08,ชลบุรี,6
2024-06-08,จันทบุรี,1
2024-06-08,ขอนแก่น,1
2024-06-08,กำแพงเพชร,1
2024-06-08,กาฬสินธุ์,1
2024-06-08,กาญจนบุรี,0
2024-06-08,กรุงเทพมหานคร,7
2024-06-08,กระบี่,0
2024-06-08,ฉะเชิงเทรา,2
2024-06-08,นครราชสีมา,4
2024-06-08,ราชบุรี,0
2024-06-08,นครสวรรค์,0
2024-06-08,ยโสธร,1
2024-06-08,มุกดาหาร,0
2024-06-08,มหาสารคาม,1
2024-06-08,ภูเก็ต,0
2024-06-08,นครศรีธรรมราช,1
2024-06-08,พิจิตร,0
2024-06-08,พัทลุง,0
2024-06-08,พะเยา,0
2024-06-08,พิษณุโลก,1
2024-06-08,ปราจีนบุรี,0
2024-06-08,ประจวบคีรีขันธ์,1
2024-06-08,ปทุมธานี,1
2024-06-08,บุรีรัมย์,0
2024-06-08,บึงกาฬ,0
2024-06-08,น่าน,1
2024-06-08,นนทบุรี,0
2024-06-08,ปัตตานี,1
2024-06-09,หนองคาย,0
2024-06-09,สุโขทัย,0
2024-06-09,สุรินทร์,0
2024-06-09,สุราษฎร์ธานี,2
2024-06-09,สุพรรณบุรี,1
2024-06-09,สิงห์บุรี,0
2024-06-09,สระแก้ว,1
2024-06-09,ลำปาง,3
2024-06-09,สมุทรสาคร,1
2024-06-09,สมุทรปราการ,3
2024-06-09,สตูล,0
2024-06-09,สงขลา,0
2024-06-09,สกลนคร,2
2024-06-09,ศรีสะเกษ,0
2024-06-09,ลำพูน,1
2024-06-09,หนองบัวลำภู,0
2024-06-09,สระบุรี,1
2024-06-09,อยุธยา,0
2024-06-09,เพชรบุรี,1
2024-06-09,อุดรธานี,1
2024-06-09,ลพบุรี,2
2024-06-09,สมุทรสงคราม,0
2024-06-09,ระนอง,0
2024-06-09,ยะลา,0
2024-06-09,นราธิวาส,0
2024-06-09,ชัยภูมิ,0
2024-06-09,แม่ฮ่องสอน,0
2024-06-09,อำนาจเจริญ,0
2024-06-09,แพร่,0
2024-06-09,เพชรบูรณ์,0
2024-06-09,เชียงใหม่,1
2024-06-09,เชียงราย,0
2024-06-09,อ่างทอง,0
2024-06-09,อุบลราชธานี,0
2024-06-09,อุทัยธานี,0
2024-06-09,อุตรดิตถ์,2
2024-06-09,เลย,1
2024-06-09,พังงา,0
2024-06-09,ร้อยเอ็ด,0
2024-06-09,ระยอง,0
2024-06-09,นครปฐม,1
2024-06-09,นครนายก,0
2024-06-09,ตาก,0
2024-06-09,ตราด,1
2024-06-09,ตรัง,1
2024-06-09,ชุมพร,2
2024-06-09,ชลบุรี,3
2024-06-09,นครพนม,0
2024-06-09,ฉะเชิงเทรา,0
2024-06-09,ขอนแก่น,0
2024-06-09,กำแพงเพชร,0
2024-06-09,กาฬสินธุ์,0
2024-06-09,กาญจนบุรี,2
2024-06-09,กรุงเทพมหานคร,5
2024-06-09,กระบี่,1
2024-06-09,ราชบุรี,0
2024-06-09,จันทบุรี,1
2024-06-09,นครราชสีมา,3
2024-06-09,ชัยนาท,0
2024-06-09,นครสวรรค์,2
2024-06-09,นครศรีธรรมราช,0
2024-06-09,มุกดาหาร,0
2024-06-09,มหาสารคาม,0
2024-06-09,ภูเก็ต,1
2024-06-09,พิษณุโลก,1
2024-06-09,พิจิตร,0
2024-06-09,พัทลุง,1
2024-06-09,พะเยา,0
2024-06-09,ยโสธร,0
2024-06-09,ปราจีนบุรี,0
2024-06-09,ประจวบคีรีขันธ์,1
2024-06-09,ปทุมธานี,1
2024-06-09,บุรีรัมย์,1
2024-06-09,บึงกาฬ,0
2024-06-09,น่าน,0
2024-06-09,นนทบุรี,0
2024-06-09,ปัตตานี,0
2024-06-10,หนองคาย,0
2024-06-10,สุโขทัย,0
2024-06-10,สุรินทร์,0
2024-06-10,สุราษฎร์ธานี,2
2024-06-10,สุพรรณบุรี,2
2024-06-10,สิงห์บุรี,0
2024-06-10,สระแก้ว,1
2024-06-10,สระบุรี,1
2024-06-10,สงขลา,0
2024-06-10,สมุทรปราการ,0
2024-06-10,สตูล,0
2024-06-10,สกลนคร,1
2024-06-10,ศรีสะเกษ,0
2024-06-10,ลำพูน,0
2024-06-10,ลำปาง,2
2024-06-10,หนองบัวลำภู,0
2024-06-10,สมุทรสาคร,1
2024-06-10,อยุธยา,0
2024-06-10,ลพบุรี,2
2024-06-10,อุดรธานี,0
2024-06-10,สมุทรสงคราม,0
2024-06-10,ระนอง,0
2024-06-10,ยะลา,0
2024-06-10,นราธิวาส,0
2024-06-10,ชัยภูมิ,0
2024-06-10,แม่ฮ่องสอน,0
2024-06-10,แพร่,1
2024-06-10,อำนาจเจริญ,0
2024-06-10,เลย,1
2024-06-10,เพชรบุรี,1
2024-06-10,เชียงใหม่,5
2024-06-10,เชียงราย,1
2024-06-10,อ่างทอง,0
2024-06-10,อุบลราชธานี,0
2024-06-10,อุทัยธานี,1
2024-06-10,อุตรดิตถ์,1
2024-06-10,เพชรบูรณ์,0
2024-06-10,ร้อยเอ็ด,1
2024-06-10,พังงา,0
2024-06-10,ระยอง,0
2024-06-10,นครปฐม,0
2024-06-10,นครนายก,0
2024-06-10,ตาก,0
2024-06-10,ตราด,1
2024-06-10,ตรัง,0
2024-06-10,ชุมพร,1
2024-06-10,ชัยนาท,0
2024-06-10,นครพนม,0
2024-06-10,ชลบุรี,2
2024-06-10,จันทบุรี,3
2024-06-10,ขอนแก่น,2
2024-06-10,กำแพงเพชร,0
2024-06-10,กาฬสินธุ์,1
2024-06-10,กาญจนบุรี,1
2024-06-10,กรุงเทพมหานคร,7
2024-06-10,กระบี่,1
2024-06-10,ฉะเชิงเทรา,1
2024-06-10,นครราชสีมา,1
2024-06-10,ราชบุรี,0
2024-06-10,นครสวรรค์,0
2024-06-10,ยโสธร,1
2024-06-10,มุกดาหาร,0
2024-06-10,มหาสารคาม,0
2024-06-10,ภูเก็ต,1
2024-06-10,พิษณุโลก,2
2024-06-10,พิจิตร,1
2024-06-10,พัทลุง,1
2024-06-10,พะเยา,0
2024-06-10,นครศรีธรรมราช,2
2024-06-10,ปราจีนบุรี,0
2024-06-10,ประจวบคีรีขันธ์,0
2024-06-10,ปทุมธานี,1
2024-06-10,บุรีรัมย์,0
2024-06-10,บึงกาฬ,0
2024-06-10,น่าน,1
2024-06-10,นนทบุรี,0
2024-06-10,ปัตตานี,0
2024-06-11,หนองบัวลำภู,0
2024-06-11,หนองคาย,0
2024-06-11,สุโขทัย,0
2024-06-11,สุรินทร์,1
2024-06-11,สุราษฎร์ธานี,2
2024-06-11,สุพรรณบุรี,3
2024-06-11,สิงห์บุรี,1
2024-06-11,สระแก้ว,0
2024-06-11,สงขลา,0
2024-06-11,สมุทรปราการ,1
2024-06-11,สตูล,0
2024-06-11,สกลนคร,0
2024-06-11,ศรีสะเกษ,0
2024-06-11,ลำพูน,0
2024-06-11,ลำปาง,3
2024-06-11,อยุธยา,2
2024-06-11,สมุทรสาคร,0
2024-06-11,อำนาจเจริญ,0
2024-06-11,เพชรบูรณ์,1
2024-06-11,อุตรดิตถ์,0
2024-06-11,พังงา,0
2024-06-11,สมุทรสงคราม,0
2024-06-11,ระนอง,0
2024-06-11,ยะลา,0
2024-06-11,นราธิวาส,0
2024-06-11,ชัยภูมิ,0
2024-06-11,แม่ฮ่องสอน,0
2024-06-11,อุดรธานี,0
2024-06-11,แพร่,5
2024-06-11,ลพบุรี,1
2024-06-11,เพชรบุรี,0
2024-06-11,เชียงใหม่,4
2024-06-11,เชียงราย,1
2024-06-11,อ่างทอง,0
2024-06-11,อุบลราชธานี,0
2024-06-11,อุทัยธานี,0
2024-06-11,เลย,2
2024-06-11,ร้อยเอ็ด,0
2024-06-11,สระบุรี,1
2024-06-11,ระยอง,0
2024-06-11,นครปฐม,0
2024-06-11,นครนายก,0
2024-06-11,ตาก,0
2024-06-11,ตราด,1
2024-06-11,ตรัง,0
2024-06-11,ชุมพร,0
2024-06-11,ชัยนาท,2
2024-06-11,นครพนม,0
2024-06-11,ชลบุรี,2
2024-06-11,จันทบุรี,2
2024-06-11,ขอนแก่น,0
2024-06-11,กำแพงเพชร,1
2024-06-11,กาฬสินธุ์,1
2024-06-11,กาญจนบุรี,0
2024-06-11,กรุงเทพมหานคร,5
2024-06-11,ราชบุรี,0
2024-06-11,ฉะเชิงเทรา,1
2024-06-11,นครราชสีมา,2
2024-06-11,กระบี่,1
2024-06-11,นครสวรรค์,1
2024-06-11,นครศรีธรรมราช,1
2024-06-11,มุกดาหาร,0
2024-06-11,มหาสารคาม,1
2024-06-11,ภูเก็ต,0
2024-06-11,พิษณุโลก,0
2024-06-11,พิจิตร,0
2024-06-11,พัทลุง,0
2024-06-11,พะเยา,0
2024-06-11,ยโสธร,0
2024-06-11,ปัตตานี,0
2024-06-11,ปราจีนบุรี,1
2024-06-11,ประจวบคีรีขันธ์,3
2024-06-11,ปทุมธานี,1
2024-06-11,บุรีรัมย์,2
2024-06-11,บึงกาฬ,0
2024-06-11,น่าน,0
2024-06-11,นนทบุรี,1
2024-06-12,หนองคาย,0
2024-06-12,สุโขทัย,1
2024-06-12,สุรินทร์,0
2024-06-12,สุราษฎร์ธานี,0
2024-06-12,สุพรรณบุรี,4
2024-06-12,สิงห์บุรี,0
2024-06-12,สระแก้ว,0
2024-06-12,สตูล,0
2024-06-12,สมุทรสาคร,3
2024-06-12,สมุทรปราการ,3
2024-06-12,ลำปาง,0
2024-06-12,สงขลา,0
2024-06-12,สกลนคร,0
2024-06-12,ศรีสะเกษ,0
2024-06-12,ลำพูน,0
2024-06-12,หนองบัวลำภู,0
2024-06-12,สระบุรี,0
2024-06-12,อยุธยา,3
2024-06-12,เพชรบุรี,2
2024-06-12,อุดรธานี,0
2024-06-12,ลพบุรี,1
2024-06-12,สมุทรสงคราม,0
2024-06-12,ระนอง,0
2024-06-12,ยะลา,0
2024-06-12,นราธิวาส,0
2024-06-12,ชัยภูมิ,0
2024-06-12,แม่ฮ่องสอน,0
2024-06-12,อำนาจเจริญ,0
2024-06-12,แพร่,0
2024-06-12,เพชรบูรณ์,1
2024-06-12,เชียงใหม่,1
2024-06-12,เชียงราย,0
2024-06-12,อ่างทอง,0
2024-06-12,อุบลราชธานี,1
2024-06-12,อุทัยธานี,0
2024-06-12,อุตรดิตถ์,0
2024-06-12,เลย,1
2024-06-12,ร้อยเอ็ด,0
2024-06-12,พังงา,0
2024-06-12,ระยอง,0
2024-06-12,นครปฐม,1
2024-06-12,นครนายก,0
2024-06-12,ตาก,1
2024-06-12,ตราด,0
2024-06-12,ตรัง,0
2024-06-12,ชุมพร,1
2024-06-12,ชัยนาท,0
2024-06-12,นครพนม,0
2024-06-12,ชลบุรี,2
2024-06-12,จันทบุรี,0
2024-06-12,ขอนแก่น,0
2024-06-12,กำแพงเพชร,1
2024-06-12,กาฬสินธุ์,0
2024-06-12,กาญจนบุรี,1
2024-06-12,กรุงเทพมหานคร,7
2024-06-12,กระบี่,0
2024-06-12,ฉะเชิงเทรา,1
2024-06-12,นครราชสีมา,2
2024-06-12,ราชบุรี,0
2024-06-12,นครสวรรค์,1
2024-06-12,ยโสธร,0
2024-06-12,มุกดาหาร,0
2024-06-12,มหาสารคาม,0
2024-06-12,ภูเก็ต,0
2024-06-12,นครศรีธรรมราช,2
2024-06-12,พิจิตร,1
2024-06-12,พัทลุง,1
2024-06-12,พะเยา,0
2024-06-12,พิษณุโลก,1
2024-06-12,ปราจีนบุรี,0
2024-06-12,ประจวบคีรีขันธ์,1
2024-06-12,ปทุมธานี,0
2024-06-12,บุรีรัมย์,0
2024-06-12,บึงกาฬ,0
2024-06-12,น่าน,0
2024-06-12,นนทบุรี,1
2024-06-12,ปัตตานี,1
2024-06-13,หนองคาย,0
2024-06-13,สุโขทัย,1
2024-06-13,สุรินทร์,1
2024-06-13,สุราษฎร์ธานี,1
2024-06-13,สุพรรณบุรี,1
2024-06-13,สิงห์บุรี,0
2024-06-13,สระแก้ว,0
2024-06-13,ลำปาง,0
2024-06-13,สมุทรสาคร,1
2024-06-13,สมุทรปราการ,0
2024-06-13,สตูล,0
2024-06-13,สงขลา,2
2024-06-13,สกลนคร,0
2024-06-13,ศรีสะเกษ,0
2024-06-13,ลำพูน,0
2024-06-13,หนองบัวลำภู,2
2024-06-13,สระบุรี,1
2024-06-13,อยุธยา,0
2024-06-13,เพชรบุรี,0
2024-06-13,อุดรธานี,0
2024-06-13,ลพบุรี,1
2024-06-13,สมุทรสงคราม,0
2024-06-13,ระนอง,0
2024-06-13,ยะลา,0
2024-06-13,นราธิวาส,0
2024-06-13,ชัยภูมิ,0
2024-06-13,แม่ฮ่องสอน,0
2024-06-13,อำนาจเจริญ,0
2024-06-13,แพร่,2
2024-06-13,เพชรบูรณ์,0
2024-06-13,เชียงใหม่,1
2024-06-13,เชียงราย,3
2024-06-13,อ่างทอง,1
2024-06-13,อุบลราชธานี,2
2024-06-13,อุทัยธานี,0
2024-06-13,อุตรดิตถ์,0
2024-06-13,เลย,0
2024-06-13,ร้อยเอ็ด,0
2024-06-13,พังงา,0
2024-06-13,ระยอง,0
2024-06-13,นครปฐม,1
2024-06-13,นครนายก,1
2024-06-13,ตาก,0
2024-06-13,ตราด,0
2024-06-13,ตรัง,0
2024-06-13,ชุมพร,1
2024-06-13,ชลบุรี,3
2024-06-13,นครพนม,0
2024-06-13,ฉะเชิงเทรา,1
2024-06-13,ขอนแก่น,0
2024-06-13,กำแพงเพชร,0
2024-06-13,กาฬสินธุ์,1
2024-06-13,กาญจนบุรี,0
2024-06-13,กรุงเทพมหานคร,7
2024-06-13,กระบี่,1
2024-06-13,ราชบุรี,0
2024-06-13,จันทบุรี,0
2024-06-13,นครราชสีมา,1
2024-06-13,ชัยนาท,0
2024-06-13,นครสวรรค์,1
2024-06-13,นครศรีธรรมราช,1
2024-06-13,มุกดาหาร,0
2024-06-13,มหาสารคาม,0
2024-06-13,ภูเก็ต,0
2024-06-13,พิษณุโลก,1
2024-06-13,พิจิตร,0
2024-06-13,พัทลุง,0
2024-06-13,พะเยา,0
2024-06-13,ยโสธร,0
2024-06-13,ปราจีนบุรี,0
2024-06-13,ปัตตานี,0
2024-06-13,ประจวบคีรีขันธ์,0
2024-06-13,ปทุมธานี,1
2024-06-13,บุรีรัมย์,2
2024-06-13,บึงกาฬ,0
2024-06-13,น่าน,0
2024-06-13,นนทบุรี,1
2024-06-14,หนองคาย,0
2024-06-14,สุโขทัย,0
2024-06-14,สุรินทร์,0
2024-06-14,สุราษฎร์ธานี,1
2024-06-14,สุพรรณบุรี,2
2024-06-14,สิงห์บุรี,0
2024-06-14,สระแก้ว,0
2024-06-14,สมุทรปราการ,0
2024-06-14,หนองบัวลำภู,0
2024-06-14,สตูล,1
2024-06-14,สงขลา,1
2024-06-14,สกลนคร,1
2024-06-14,ศรีสะเกษ,0
2024-06-14,ลำพูน,0
2024-06-14,ลำปาง,3
2024-06-14,สมุทรสาคร,2
2024-06-14,อยุธยา,0
2024-06-14,อุตรดิตถ์,1
2024-06-14,อุดรธานี,0
2024-06-14,พังงา,0
2024-06-14,สมุทรสงคราม,1
2024-06-14,ระนอง,0
2024-06-14,ยะลา,0
2024-06-14,นราธิวาส,0
2024-06-14,ชัยภูมิ,0
2024-06-14,แม่ฮ่องสอน,0
2024-06-14,อำนาจเจริญ,0
2024-06-14,แพร่,2
2024-06-14,เพชรบูรณ์,0
