วันที่เกิดเหตุ,จังหวัด,จำนวนอุบัติเหตุ
2024-06-14,เพชรบุรี,1
2024-06-14,ลพบุรี,0
2024-06-14,เชียงราย,0
2024-06-14,อ่างทอง,1
2024-06-14,อุบลราชธานี,1
2024-06-14,อุทัยธานี,0
2024-06-14,เลย,1
2024-06-14,เชียงใหม่,1
2024-06-14,สระบุรี,1
2024-06-14,ระยอง,0
2024-06-14,นครนายก,0
2024-06-14,ตาก,0
2024-06-14,ตราด,0
2024-06-14,ตรัง,1
2024-06-14,ชุมพร,1
2024-06-14,ชัยนาท,0
2024-06-14,ชลบุรี,2
2024-06-14,นครปฐม,1
2024-06-14,ฉะเชิงเทรา,0
2024-06-14,ขอนแก่น,0
2024-06-14,กำแพงเพชร,1
2024-06-14,กาฬสินธุ์,0
2024-06-14,กาญจนบุรี,1
2024-06-14,กรุงเทพมหานคร,10
2024-06-14,กระบี่,1
2024-06-14,ราชบุรี,0
2024-06-14,จันทบุรี,2
2024-06-14,นครพนม,1
2024-06-14,ร้อยเอ็ด,0
2024-06-14,นครศรีธรรมราช,2
2024-06-14,นครราชสีมา,2
2024-06-14,มุกดาหาร,0
2024-06-14,มหาสารคาม,0
2024-06-14,ภูเก็ต,0
2024-06-14,พิษณุโลก,1
2024-06-14,พิจิตร,0
2024-06-14,พัทลุง,0
2024-06-14,พะเยา,0
2024-06-14,ยโสธร,1
2024-06-14,ปราจีนบุรี,1
2024-06-14,ประจวบคีรีขันธ์,0
2024-06-14,ปทุมธานี,1
2024-06-14,บุรีรัมย์,0
2024-06-14,บึงกาฬ,0
2024-06-14,น่าน,1
2024-06-14,นนทบุรี,0
2024-06-14,ปัตตานี,0
2024-06-14,นครสวรรค์,0
2024-06-15,หนองคาย,0
2024-06-15,สุโขทัย,0
2024-06-15,สุรินทร์,1
2024-06-15,สุราษฎร์ธานี,3
2024-06-15,สุพรรณบุรี,1
2024-06-15,สิงห์บุรี,0
2024-06-15,สระแก้ว,0
2024-06-15,สตูล,0
2024-06-15,สมุทรสาคร,1
2024-06-15,สมุทรปราการ,2
2024-06-15,สงขลา,0
2024-06-15,สกลนคร,2
2024-06-15,ศรีสะเกษ,0
2024-06-15,ลำพูน,1
2024-06-15,หนองบัวลำภู,0
2024-06-15,ลำปาง,1
2024-06-15,สระบุรี,0
2024-06-15,อยุธยา,1
2024-06-15,เพชรบุรี,0
2024-06-15,อุดรธานี,0
2024-06-15,ลพบุรี,1
2024-06-15,สมุทรสงคราม,1
2024-06-15,ระนอง,0
2024-06-15,ยะลา,2
2024-06-15,นราธิวาส,0
2024-06-15,ชัยภูมิ,0
2024-06-15,แม่ฮ่องสอน,0
2024-06-15,อำนาจเจริญ,0
2024-06-15,แพร่,1
2024-06-15,เพชรบูรณ์,1
2024-06-15,เชียงใหม่,1
2024-06-15,เชียงราย,0
2024-06-15,อ่างทอง,0
2024-06-15,อุบลราชธานี,0
2024-06-15,อุทัยธานี,0
2024-06-15,อุตรดิตถ์,0
2024-06-15,เลย,0
2024-06-15,พังงา,0
2024-06-15,ร้อยเอ็ด,0
2024-06-15,ระยอง,0
2024-06-15,นครปฐม,2
2024-06-15,นครนายก,0
2024-06-15,ตาก,0
2024-06-15,ตราด,0
2024-06-15,ตรัง,0
2024-06-15,ชุมพร,0
2024-06-15,ชัยนาท,2
2024-06-15,นครพนม,0
2024-06-15,ชลบุรี,5
2024-06-15,จันทบุรี,1
2024-06-15,ขอนแก่น,0
2024-06-15,กำแพงเพชร,0
2024-06-15,กาฬสินธุ์,1
2024-06-15,กาญจนบุรี,1
2024-06-15,กรุงเทพมหานคร,8
2024-06-15,กระบี่,0
2024-06-15,ฉะเชิงเทรา,0
2024-06-15,นครราชสีมา,1
2024-06-15,ราชบุรี,0
2024-06-15,นครสวรรค์,0
2024-06-15,ยโสธร,0
2024-06-15,มุกดาหาร,0
2024-06-15,มหาสารคาม,2
2024-06-15,ภูเก็ต,0
2024-06-15,นครศรีธรรมราช,0
2024-06-15,พิจิตร,0
2024-06-15,พัทลุง,1
2024-06-15,พะเยา,0
2024-06-15,พิษณุโลก,1
2024-06-15,ปราจีนบุรี,1
2024-06-15,ประจวบคีรีขันธ์,2
2024-06-15,ปทุมธานี,0
2024-06-15,บุรีรัมย์,2
2024-06-15,บึงกาฬ,0
2024-06-15,น่าน,0
2024-06-15,นนทบุรี,1
2024-06-15,ปัตตานี,0
2024-06-16,หนองบัวลำภู,0
2024-06-16,หนองคาย,0
2024-06-16,สุโขทัย,0
2024-06-16,สุรินทร์,0
2024-06-16,สุราษฎร์ธานี,1
2024-06-16,สุพรรณบุรี,2
2024-06-16,สิงห์บุรี,0
2024-06-16,ลำพูน,1
2024-06-16,สระบุรี,3
2024-06-16,สมุทรสาคร,0
2024-06-16,สมุทรปราการ,1
2024-06-16,สตูล,0
2024-06-16,สงขลา,2
2024-06-16,สกลนคร,0
2024-06-16,ศรีสะเกษ,0
2024-06-16,อยุธยา,0
2024-06-16,สระแก้ว,0
2024-06-16,อำนาจเจริญ,0
2024-06-16,เพชรบูรณ์,2
2024-06-16,อุตรดิตถ์,0
2024-06-16,ลำปาง,0
2024-06-16,พังงา,0
2024-06-16,สมุทรสงคราม,0
2024-06-16,ระนอง,0
2024-06-16,ยะลา,1
2024-06-16,นราธิวาส,0
2024-06-16,ชัยภูมิ,0
2024-06-16,อุดรธานี,0
2024-06-16,แม่ฮ่องสอน,0
2024-06-16,เลย,0
2024-06-16,เพชรบุรี,0
2024-06-16,เชียงใหม่,1
2024-06-16,เชียงราย,1
2024-06-16,อ่างทอง,0
2024-06-16,อุบลราชธานี,0
2024-06-16,อุทัยธานี,0
2024-06-16,แพร่,1
2024-06-16,ลพบุรี,0
2024-06-16,ร้อยเอ็ด,0
2024-06-16,ราชบุรี,0
2024-06-16,นครพนม,0
2024-06-16,นครปฐม,1
2024-06-16,นครนายก,0
2024-06-16,ตาก,1
2024-06-16,ตราด,0
2024-06-16,ตรัง,1
2024-06-16,ชุมพร,2
2024-06-16,นครราชสีมา,2
2024-06-16,ชัยนาท,1
2024-06-16,ฉะเชิงเทรา,0
2024-06-16,จันทบุรี,1
2024-06-16,ขอนแก่น,0
2024-06-16,กำแพงเพชร,0
2024-06-16,กาฬสินธุ์,0
2024-06-16,กาญจนบุรี,0
2024-06-16,กรุงเทพมหานคร,4
2024-06-16,ชลบุรี,2
2024-06-16,นครศรีธรรมราช,0
2024-06-16,กระบี่,1
2024-06-16,นนทบุรี,0
2024-06-16,ระยอง,1
2024-06-16,ยโสธร,0
2024-06-16,มุกดาหาร,0
2024-06-16,มหาสารคาม,0
2024-06-16,นครสวรรค์,0
2024-06-16,พิษณุโลก,0
2024-06-16,พิจิตร,0
2024-06-16,พัทลุง,0
2024-06-16,ภูเก็ต,0
2024-06-16,ปัตตานี,0
2024-06-16,ปราจีนบุรี,1
2024-06-16,ประจวบคีรีขันธ์,1
2024-06-16,ปทุมธานี,1
2024-06-16,บุรีรัมย์,1
2024-06-16,บึงกาฬ,0
2024-06-16,น่าน,0
2024-06-16,พะเยา,0
2024-06-17,หนองคาย,0
2024-06-17,สุโขทัย,0
2024-06-17,สุรินทร์,2
2024-06-17,สุราษฎร์ธานี,3
2024-06-17,สุพรรณบุรี,0
2024-06-17,สิงห์บุรี,0
2024-06-17,สระแก้ว,0
2024-06-17,ลำปาง,2
2024-06-17,สมุทรสาคร,2
2024-06-17,สมุทรปราการ,2
2024-06-17,สตูล,0
2024-06-17,สงขลา,0
2024-06-17,สกลนคร,0
2024-06-17,ศรีสะเกษ,0
2024-06-17,ลำพูน,0
2024-06-17,หนองบัวลำภู,0
2024-06-17,สระบุรี,0
2024-06-17,อยุธยา,3
2024-06-17,เพชรบุรี,1
2024-06-17,อุดรธานี,2
2024-06-17,ลพบุรี,0
2024-06-17,สมุทรสงคราม,0
2024-06-17,ระนอง,0
2024-06-17,ยะลา,0
2024-06-17,นราธิวาส,0
2024-06-17,ชัยภูมิ,0
2024-06-17,แม่ฮ่องสอน,0
2024-06-17,อำนาจเจริญ,1
2024-06-17,แพร่,3
2024-06-17,เพชรบูรณ์,0
2024-06-17,เชียงใหม่,1
2024-06-17,เชียงราย,0
2024-06-17,อ่างทอง,0
2024-06-17,อุบลราชธานี,0
2024-06-17,อุทัยธานี,1
2024-06-17,อุตรดิตถ์,2
2024-06-17,เลย,1
2024-06-17,ร้อยเอ็ด,0
2024-06-17,พังงา,0
2024-06-17,ระยอง,1
2024-06-17,นครปฐม,2
2024-06-17,นครนายก,0
2024-06-17,ตาก,0
2024-06-17,ตราด,1
2024-06-17,ตรัง,0
2024-06-17,ชุมพร,1
2024-06-17,ชัยนาท,0
2024-06-17,นครพนม,0
2024-06-17,ชลบุรี,1
2024-06-17,จันทบุรี,1
2024-06-17,ขอนแก่น,0
2024-06-17,กำแพงเพชร,1
2024-06-17,กาฬสินธุ์,1
2024-06-17,กาญจนบุรี,0
2024-06-17,กรุงเทพมหานคร,11
2024-06-17,กระบี่,2
2024-06-17,ฉะเชิงเทรา,1
2024-06-17,นครราชสีมา,2
2024-06-17,ราชบุรี,1
2024-06-17,นครสวรรค์,0
2024-06-17,ยโสธร,1
2024-06-17,มุกดาหาร,0
2024-06-17,มหาสารคาม,0
2024-06-17,ภูเก็ต,1
2024-06-17,นครศรีธรรมราช,2
2024-06-17,พิจิตร,0
2024-06-17,พัทลุง,0
2024-06-17,พะเยา,0
2024-06-17,พิษณุโลก,0
2024-06-17,ปราจีนบุรี,0
2024-06-17,ประจวบคีรีขันธ์,1
2024-06-17,ปทุมธานี,1
2024-06-17,บุรีรัมย์,1
2024-06-17,บึงกาฬ,0
2024-06-17,น่าน,2
2024-06-17,นนทบุรี,0
2024-06-17,ปัตตานี,0
2024-06-18,หนองคาย,0
2024-06-18,สุโขทัย,0
2024-06-18,สุรินทร์,1
2024-06-18,สุราษฎร์ธานี,2
2024-06-18,สุพรรณบุรี,1
2024-06-18,สิงห์บุรี,1
2024-06-18,สระแก้ว,0
2024-06-18,ลำปาง,2
2024-06-18,สมุทรสาคร,0
2024-06-18,สมุทรปราการ,0
2024-06-18,สตูล,0
2024-06-18,สงขลา,1
2024-06-18,สกลนคร,0
2024-06-18,ศรีสะเกษ,0
2024-06-18,ลำพูน,0
2024-06-18,หนองบัวลำภู,0
2024-06-18,สระบุรี,0
2024-06-18,อยุธยา,1
2024-06-18,เพชรบุรี,0
2024-06-18,อุดรธานี,0
2024-06-18,ลพบุรี,1
2024-06-18,สมุทรสงคราม,0
2024-06-18,ระนอง,0
2024-06-18,ยะลา,1
2024-06-18,นราธิวาส,0
2024-06-18,ชัยภูมิ,0
2024-06-18,แม่ฮ่องสอน,0
2024-06-18,อำนาจเจริญ,0
2024-06-18,แพร่,2
2024-06-18,เพชรบูรณ์,0
2024-06-18,เชียงใหม่,4
2024-06-18,เชียงราย,1
2024-06-18,อ่างทอง,0
2024-06-18,อุบลราชธานี,2
2024-06-18,อุทัยธานี,0
2024-06-18,อุตรดิตถ์,0
2024-06-18,เลย,0
2024-06-18,ร้อยเอ็ด,0
2024-06-18,พังงา,0
2024-06-18,ระยอง,1
2024-06-18,นครปฐม,0
2024-06-18,นครนายก,0
2024-06-18,ตาก,2
2024-06-18,ตราด,1
2024-06-18,ตรัง,1
2024-06-18,ชุมพร,0
2024-06-18,ชัยนาท,2
2024-06-18,นครพนม,0
2024-06-18,ชลบุรี,5
2024-06-18,จันทบุรี,1
2024-06-18,ขอนแก่น,0
2024-06-18,กำแพงเพชร,0
2024-06-18,กาฬสินธุ์,0
2024-06-18,กาญจนบุรี,0
2024-06-18,กรุงเทพมหานคร,5
2024-06-18,กระบี่,0
2024-06-18,ฉะเชิงเทรา,0
2024-06-18,นครราชสีมา,6
2024-06-18,ราชบุรี,1
2024-06-18,นครสวรรค์,1
2024-06-18,ยโสธร,1
2024-06-18,มุกดาหาร,0
2024-06-18,มหาสารคาม,1
2024-06-18,ภูเก็ต,0
2024-06-18,นครศรีธรรมราช,1
2024-06-18,พิจิตร,0
2024-06-18,พัทลุง,1
2024-06-18,พะเยา,0
2024-06-18,พิษณุโลก,1
2024-06-18,ปราจีนบุรี,0
2024-06-18,ประจวบคีรีขันธ์,0
2024-06-18,ปทุมธานี,3
2024-06-18,บุรีรัมย์,1
2024-06-18,บึงกาฬ,1
2024-06-18,น่าน,0
2024-06-18,นนทบุรี,0
2024-06-18,ปัตตานี,0
2024-06-19,หนองคาย,0
2024-06-19,สุโขทัย,0
2024-06-19,สุรินทร์,0
2024-06-19,สุราษฎร์ธานี,3
2024-06-19,สุพรรณบุรี,1
2024-06-19,สิงห์บุรี,2
2024-06-19,สระแก้ว,0
2024-06-19,ลำปาง,0
2024-06-19,สมุทรสาคร,0
2024-06-19,สมุทรปราการ,0
2024-06-19,สตูล,2
2024-06-19,สงขลา,1
2024-06-19,สกลนคร,0
2024-06-19,ศรีสะเกษ,0
2024-06-19,ลำพูน,0
2024-06-19,หนองบัวลำภู,0
2024-06-19,สระบุรี,0
2024-06-19,อยุธยา,0
2024-06-19,เพชรบุรี,1
2024-06-19,อุดรธานี,0
2024-06-19,ลพบุรี,0
2024-06-19,สมุทรสงคราม,1
2024-06-19,ระนอง,0
2024-06-19,ยะลา,1
2024-06-19,นราธิวาส,1
2024-06-19,ชัยภูมิ,0
2024-06-19,แม่ฮ่องสอน,0
2024-06-19,อำนาจเจริญ,0
2024-06-19,แพร่,5
2024-06-19,เพชรบูรณ์,0
2024-06-19,เชียงใหม่,1
2024-06-19,เชียงราย,0
2024-06-19,อ่างทอง,0
2024-06-19,อุบลราชธานี,1
2024-06-19,อุทัยธานี,1
2024-06-19,อุตรดิตถ์,1
2024-06-19,เลย,0
2024-06-19,พังงา,0
2024-06-19,ร้อยเอ็ด,0
2024-06-19,ระยอง,1
2024-06-19,นครปฐม,0
2024-06-19,นครนายก,0
2024-06-19,ตาก,1
2024-06-19,ตราด,1
2024-06-19,ตรัง,1
2024-06-19,ชุมพร,0
2024-06-19,ชลบุรี,3
2024-06-19,นครพนม,0
2024-06-19,ฉะเชิงเทรา,1
2024-06-19,ขอนแก่น,0
2024-06-19,กำแพงเพชร,0
2024-06-19,กาฬสินธุ์,0
2024-06-19,กาญจนบุรี,0
2024-06-19,กรุงเทพมหานคร,9
2024-06-19,กระบี่,1
2024-06-19,ราชบุรี,0
2024-06-19,จันทบุรี,1
2024-06-19,นครราชสีมา,3
2024-06-19,ชัยนาท,1
2024-06-19,นครสวรรค์,2
2024-06-19,นครศรีธรรมราช,0
2024-06-19,มุกดาหาร,0
2024-06-19,มหาสารคาม,0
2024-06-19,ภูเก็ต,0
2024-06-19,พิษณุโลก,0
2024-06-19,พิจิตร,0
2024-06-19,พัทลุง,0
2024-06-19,พะเยา,0
2024-06-19,ยโสธร,0
2024-06-19,ปราจีนบุรี,0
2024-06-19,ประจวบคีรีขันธ์,1
2024-06-19,ปทุมธานี,0
2024-06-19,บุรีรัมย์,0
2024-06-19,บึงกาฬ,0
2024-06-19,น่าน,1
2024-06-19,นนทบุรี,1
2024-06-19,ปัตตานี,0
2024-06-20,หนองบัวลำภู,1
2024-06-20,หนองคาย,0
2024-06-20,สุโขทัย,0
